dataset,subject,uid,question,option_a,option_b,option_c,option_d,answer,text_gt
MedMCQA,general,medmcqa::validation::2991,In case of addition silicones what should be done for better cast,Apply ketone over tray,Apply chloroform over tray,Add flavouring agent to prevent bad odour,Delay pouring of cast,D,In case of addition silicones what should be done for better cast
MedMCQA,general,medmcqa::validation::2992,contractile part of intrafusal fibres,Centre,Ends,None,Both,B,contractile part of intrafusal fibres
MedMCQA,general,medmcqa::validation::2993,The type of strain develop when force is applied perpendicular to surface,Compressive strain,Tensile strain,Shear stress,Tensile stress,A,The type of strain develop when force is applied perpendicular to surface
MedMCQA,general,medmcqa::validation::2994,Km value indicates:,Purity of Enzyme,Physiological role,The substrate concentration at half maximal velocity,Aﬃnity,C,Km value indicates:
MedMCQA,general,medmcqa::validation::2995,Which of the following conversions does not require Biotin as a cofactor?,Gamma carboxylation of glutamate,Acetyl Co-A to Malonyl Co-A,Propionyl Co-A to methyl malonyl Co-A,Pyruvate to oxaloacetate,A,Which of the following conversions does not require Biotin as a cofactor?
MedMCQA,general,medmcqa::validation::2996,Majority of the syndromic craniosynosteses are associated with:,FGFR mutations,IRFS mutations,VWS mutations,22q 11.2 mutations,A,Majority of the syndromic craniosynosteses are associated with:
MedMCQA,general,medmcqa::validation::2997,"The facial proportions between upper, middle and lower thirds of fare Is:",25:50:25,34:33:33,35:30:35,30:35:35,D,"The facial proportions between upper, middle and lower thirds of fare Is:"
MedMCQA,general,medmcqa::validation::2998,Cold agglutinin is,IgG,IgM,IgA,IgD,B,Cold agglutinin is
MedMCQA,general,medmcqa::validation::2999,Thiamine deficiency is assessed by:,Erythrocyte transketolase activity,RBS Glutathione reductase,RBC thiamine levels,Serum thiamine level,A,Thiamine deficiency is assessed by:
MedMCQA,general,medmcqa::validation::3000,Calcification of brain is seen in which of the following:,Papillon lefevre syndrome,Gorham stout syndrome,Menke syndrome,Leukocyte adhesion deficiency syndrome,A,Calcification of brain is seen in which of the following:
MedMCQA,general,medmcqa::validation::3001,Cardiac dysarrythmia during extraction is caused by:,Trochlear nerve,Facial nerve,TrigeminaL nerve,Occulomotor nerve,C,Cardiac dysarrythmia during extraction is caused by:
MedMCQA,general,medmcqa::validation::3002,A 35-year-old male farmer presents with multiple discharging cervical sinuses. Which of these stains will be useful for the diagnosis? Where does this organism normally colonise in the body?,"Grocott Methenamine silver, skin","PAS, intestine","AFB, mouth","Gram-stain, oropharynx",C,A 35-year-old male farmer presents with multiple discharging cervical sinuses. Which of these stains will be useful for the diagnosis? Where does this organism normally colonise in the body?
MedMCQA,general,medmcqa::validation::3003,The concentration of a negative ion is 100 mMoUL extracellular and 10 mMo1/1 intracellular. What will be the Nernst potential for this ion?,--10 mV,+10 mV,--61 mV,+61 mV,C,The concentration of a negative ion is 100 mMoUL extracellular and 10 mMo1/1 intracellular. What will be the Nernst potential for this ion?
MedMCQA,general,medmcqa::validation::3004,A Pediatrician was called for attending a new born baby in the labour ward. The serum unconjugated bilirubin of this baby was 33 mg/dL. Which of the following drug taken by mother in late 3rd trimester may have lead to this problem?,Cotrimoxazole,Azithromycin,Ampicillin,Chloroquine,A,A Pediatrician was called for attending a new born baby in the labour ward. The serum unconjugated bilirubin of this baby was 33 mg/dL. Which of the following drug taken by mother in late 3rd trimester may have lead to this problem?
MedMCQA,general,medmcqa::validation::3005,Syncope is usually caused by:,Vasoconstriction,Cerebral ischemia,Cerebral hyperemia,Decrease in the vascular bed,B,Syncope is usually caused by:
MedMCQA,general,medmcqa::validation::3006,The enamel has no capacity of self —repair because,It has only a small percent of organic content,Its formative cells are lost once it is completely formed,It is essentially a keratin tissue and has no blood vessels,It has no direct connection with the active cells of the dental pulp,B,The enamel has no capacity of self —repair because
MedMCQA,general,medmcqa::validation::3007,If resin is packed in sandy stage what will be seen in the processed denture?,Distortion,Porosity,Inhomogeneous colour,Increased strength,B,If resin is packed in sandy stage what will be seen in the processed denture?
MedMCQA,general,medmcqa::validation::3008,Endocrine disorder is the primary cause of:,Acromegaly,Albright's syndrome,Paget's disease,Fibrous dysplasia,A,Endocrine disorder is the primary cause of:
MedMCQA,general,medmcqa::validation::3009,All parasites are in hepatocytes Except ?,Toxoplasma,P. falciparium,Leishmania,Babesia,D,All parasites are in hepatocytes Except ?
MedMCQA,general,medmcqa::validation::3010,The speed with which the electrons travel from the filament of cathode to the anode depends upon,Potential difference between the two electrodes,Number of milliamperes in the tube circuit,Angle between the filament and target,Voltage of the filament,A,The speed with which the electrons travel from the filament of cathode to the anode depends upon
MedMCQA,general,medmcqa::validation::3011,Recurrent abdominal pain in children in most often due to –,Roundworms,Emotional/behavioural problems,Amoebiasis,Giardiasis,B,Recurrent abdominal pain in children in most often due to –
MedMCQA,general,medmcqa::validation::3012,A child presented in the OPD with multiple permeating lesions involving all the bones of the body which of the following is the most probable diagnosis :,Neuroblastoma,Metastasis from osteosarcoma,Histiocytosis X,Metastasis from Wilm's tumour,C,A child presented in the OPD with multiple permeating lesions involving all the bones of the body which of the following is the most probable diagnosis :
MedMCQA,general,medmcqa::validation::3013,A patient with suspected cardiac tamponade presents to the AIIMS emergency. You are asked to monitor BP of this patient. All the following precautions should be taken except:,Patient should be asked to take deep breaths,The cuff pressure should be increased to 20 mm over systolic pressure,The cuff should be slowly deflated until the first Korotkoff sound is heard only during expiration,Pulses paradoxus may not be present,C,A patient with suspected cardiac tamponade presents to the AIIMS emergency. You are asked to monitor BP of this patient. All the following precautions should be taken except:
MedMCQA,general,medmcqa::validation::3014,The most important career of cholesterol in plasma is:,VLDL,LDL,HDL,Chylomicrons,B,The most important career of cholesterol in plasma is:
MedMCQA,general,medmcqa::validation::3015,An asymptomatic tooth has deep caries on occlusal surface. Radiograph shows radiopaque mass at apex of the tooth; this mass is most likely to be:,Cementoma,Condensing osteitis,Chronic apical periodontitis,Acute apical periodontitis,B,An asymptomatic tooth has deep caries on occlusal surface. Radiograph shows radiopaque mass at apex of the tooth; this mass is most likely to be:
MedMCQA,general,medmcqa::validation::3016,Best diagnostic investigation for acute appendicitis in children is:,MRI,CECT,USG,X-ray.,C,Best diagnostic investigation for acute appendicitis in children is:
MedMCQA,general,medmcqa::validation::3017,Which of the following is true about WILSON disease,"High copper in urine, high copper in serum",High ceruloplasmin,Low serum copper,Low urinary copper,C,Which of the following is true about WILSON disease
MedMCQA,general,medmcqa::validation::3018,Which of the following is not true regarding iron supplementation in iron deficiency anemia?,Administer a small diluted dose first prior to infusion to look for any allergy to iron preparation,Oral iron therapy should be stopped once the patient achieves a hemoglobin of >12 mg/dL,"If gastric intolerance to oral iron therapy occurs, all patients should be administered parenteral forms",Parenteral iron supplementation is required in a patient with Hb of less then 7 mg/dL,B,Which of the following is not true regarding iron supplementation in iron deficiency anemia?
MedMCQA,general,medmcqa::validation::3019,"According to piagets, the period of pre operational stage is:",Birth to 18 months,12 years onwards.,2-6 years.,7-12 years.,C,"According to piagets, the period of pre operational stage is:"
MedMCQA,general,medmcqa::validation::3020,Which of the following is not the diagnostic feature of Apert syndrome:,Bicoronal craniosynostosis,Midface hypoplasia,Mandibular hypoplasia,Complex syndactyly,C,Which of the following is not the diagnostic feature of Apert syndrome:
MedMCQA,general,medmcqa::validation::3021,Increase in muscle mass at adolescence is probably caused by –,Thyroid hormone,Adrenal hormone,Growth harmone,None of the above,C,Increase in muscle mass at adolescence is probably caused by –
MedMCQA,general,medmcqa::validation::3022,Which of the following is not an obstructive cause of mouth breathing:,Deviated nasal septum.,Short lip.,Narrow maxilla.,Obstructive adenoids.,B,Which of the following is not an obstructive cause of mouth breathing:
MedMCQA,general,medmcqa::validation::3023,Epidemiological surveillance is defined as,Active surveillance,passive surveillance,Sentinel surveillance,Epidemiological surveillance,B,Epidemiological surveillance is defined as
MedMCQA,general,medmcqa::validation::3024,Hydrocephalus is best detected antenately by:,X-ray abdomen,Amniocentesis,Clinical examination,Ultrasonography,D,Hydrocephalus is best detected antenately by:
